"","Reported.Year","Property.ID..","Commercial.Property..Property.Street.Address","Building.Name","Total.SqFt","Category","Year.Built","kWh.sqft","Percentile.Rank","Received.Date","Site.EUI..kBTU.sqft.","Portfolio.Manager.SqFt","Total.Green.House.Gas.Emissions..MtCO2e.","Portfolio.Manager.Organization","GeoLocation","Submitted.Name.of.Organization","GeoLocation_clean","lat","long"
"2830",2017,"361694","8006 CAMERON RD, AUSTIN TX, 78754","8006 CAMERON RD, AUSTIN TX, 78754",87300,"INDUSTRIAL","1984",10.261,54.58,"",NA,NA,NA,NA,"8006 CAMERON RD
AUSTIN, TX 78754
(30.335974, -97.68423)","Atlas Austin Industrial LP","30.335974, -97.68423",30.335974,-97.68423
"2831",2017,"119472","3309 KERBEY LA, AUSTIN TX, 78703","Bryker Woods",45179,"EDUCATIONAL FACILITY","1939",NA,NA,"04/10/2017 12:00:00 AM",47.3,45808,NA,NA,"3309 KERBEY LA
AUSTIN, TX 78703
(30.305365, -97.751457)","LPB Energy","30.305365, -97.751457",30.305365,-97.751457
"2832",2017,"426274","9801 METRIC BLVD, AUSTIN TX, 78758","9801 METRIC BLVD, AUSTIN TX, 78758",98640,"INDUSTRIAL","1998",10.524,67.29,"",NA,NA,NA,NA,"9801 METRIC BLVD
AUSTIN, TX 78758
(30.377833, -97.716736)","Live Oak","30.377833, -97.716736",30.377833,-97.716736
"2833",2017,"235751","6310 TREADWELL BLVD, AUSTIN TX, 78757","Gullett",51191,"EDUCATIONAL FACILITY","1956",NA,NA,"04/10/2017 12:00:00 AM",49.3,51324,NA,NA,"6310 TREADWELL BLVD
AUSTIN, TX 78757
(30.343234, -97.74814)","LPB Energy","30.343234, -97.74814",30.343234,-97.74814
"2834",2017,"532853","9911 BRODIE LA, AUSTIN TX, 78748","Randall's 1850 - Brodie Ln",50312,"STORE\GROCERY (W/sqft > 5)","2002",NA,NA,"05/05/2017 12:00:00 AM",295.8,50312,NA,NA,"9911 BRODIE LA
AUSTIN, TX 78748
(30.184608, -97.849046)","Safeway","30.184608, -97.849046",30.184608,-97.849046
"2835",2017,"194423","720 BRAZOS ST, AUSTIN TX, 78701","720 BRAZOS ST, AUSTIN TX, 78701",136585,"OFFICE LG > 35000 (W/sqft > 5)","1951",25.375,NA,"",NA,NA,NA,NA,"720 BRAZOS ST
AUSTIN, TX 78701
(30.269153, -97.740924)","Stream Realty Partners","30.269153, -97.740924",30.269153,-97.740924
"2836",2017,"214595","3207 Medical Pkwy Austin TX 78705","New League House-Guest",16355,"DORMITORY\RETIREMENT FACILITY","0",NA,NA,"05/15/2017 12:00:00 AM",34.4,16355,NA,NA,"3207 Medical Pkwy
Austin, TX 78705
(30.30194, -97.74655)","Seton Medical Center-Austin","30.30194, -97.74655",30.30194,-97.74655
"2837",NA,"287383","520 WOODWARD ST, AUSTIN TX, 78704","APT4 - Apartment 4",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"05/26/2017 12:00:00 AM",NA,9324,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"2838",2017,"240703","9300 BROWN LA, AUSTIN TX, 78754","9300 BROWN LA, AUSTIN TX, 78754",43420,"WAREHOUSE","1982",1.507,19.37,"",NA,NA,NA,NA,"9300 BROWN LA
AUSTIN, TX 78754
(30.348931, -97.671598)","Brown Lane Properties, Inc.","30.348931, -97.671598",30.348931,-97.671598
"2839",2017,"511572","3601 W WILLIAM CANNON DR Austin TX 78745","Southcross Plaza",11550,"RETAIL CENTER","1999",NA,NA,"05/23/2017 12:00:00 AM",NA,34051,NA,NA,"3601 W WILLIAM CANNON DR
Austin, TX 78745
(30.214355, -97.831749)","Cencor Realty Services","30.214355, -97.831749",30.214355,-97.831749
"2840",2017,"447208","901 LITTLE TEXAS LA, AUSTIN TX, 78745","Metropolitan 14",66613,"RECREATION","1998",NA,NA,"05/08/2017 12:00:00 AM",NA,66613,NA,NA,"901 LITTLE TEXAS LA
AUSTIN, TX 78745
(30.198574, -97.768481)","Regal Entertainment","30.198574, -97.768481",30.198574,-97.768481
"2841",2017,"460819","9229 WATERFORD CENTRE BLVD, AUSTIN TX, 78758","9229 WATERFORD CENTRE BLVD, AUSTIN TX, 78758",57164,"INDUSTRIAL","1998",26.925,88.33,"",NA,NA,NA,NA,"9229 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.377466, -97.727559)","PS Business Park","30.377466, -97.727559",30.377466,-97.727559
"2842",NA,"310847","300 WOODWARD ST, AUSTIN TX, 78704","HCH - Holy Cross Hall",619612,"EDUCATIONAL FACILITY",".",NA,NA,"04/10/2017 12:00:00 AM",NA,20602,NA,NA,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227797, -97.756258)","St. Edward's University","30.227797, -97.756258",30.227797,-97.756258
"2843",2017,"442452","7800 OLD MANOR RD, AUSTIN TX, 78724","Starflight",12928,"","2004",NA,NA,"05/18/2017 12:00:00 AM",60.5,11500,NA,NA,"7800 OLD MANOR RD
AUSTIN, TX 78724
(30.320816, -97.657089)","Travis County Facilities Management","30.320816, -97.657089",30.320816,-97.657089
"2844",2017,"315282","7513 W US 290 HWY, AUSTIN TX, 78736","7513 W US 290 HWY, AUSTIN TX, 78736",1420,"","1962",61.584,NA,"",NA,NA,NA,NA,"7513 W US 290 HWY
AUSTIN, TX 78736
(30.229964, -97.880788)","First Baptist Church of Austin","30.229964, -97.880788",30.229964,-97.880788
"2845",NA,"310847","300 WOODWARD ST, AUSTIN TX, 78704","FLEX - Fleck Hall",619612,"EDUCATIONAL FACILITY",".",NA,NA,"04/10/2017 12:00:00 AM",NA,28232,NA,NA,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227797, -97.756258)","St. Edward's University","30.227797, -97.756258",30.227797,-97.756258
"2846",2017,"259325","9901 RESEARCH BLVD, AUSTIN TX, 78759","9901 RESEARCH BLVD, AUSTIN TX, 78759",28000,"RETAIL CENTER","1991",18.689,NA,"",NA,NA,NA,NA,"9901 RESEARCH BLVD
AUSTIN, TX 78759
(30.391161, -97.745332)","Live Oak","30.391161, -97.745332",30.391161,-97.745332
"2847",2017,"462797","5300 RIATA PARK CT, AUSTIN TX, 78727","Parmer Business Park Bldg B",263766,"OFFICE LG > 35000","2000",NA,NA,"06/01/2017 12:00:00 AM",NA,54000,NA,NA,"5300 RIATA PARK CT
AUSTIN, TX 78727
(30.432211, -97.732243)","Blue Ocean Energy","30.432211, -97.732243",30.432211,-97.732243
"2848",2017,"250865","8403 MESA DR, AUSTIN TX, 78759","Anderson High School",317999,"EDUCATIONAL FACILITY","1973",NA,NA,"",61,317999,NA,NA,"8403 MESA DR
AUSTIN, TX 78759
(30.376358, -97.754173)","LPB Energy","30.376358, -97.754173",30.376358,-97.754173
"2849",NA,"156314, 156315, 156316","11044 RESEARCH BLVD, AUSTIN TX, 78759","Stratum Building A",244644,"OFFICE LG > 35000","1985",NA,NA,"05/24/2017 12:00:00 AM",62.8,66414,NA,NA,"11044 RESEARCH BLVD
AUSTIN, TX 78759
(30.405013, -97.745842)","Stream","30.405013, -97.745842",30.405013,-97.745842
"2850",NA,"192834","98 SAN JACINTO BLVD, AUSTIN TX, 78701","San Jacinto Center",407000,"OFFICE LG > 35000","1986",NA,NA,"05/11/2017 12:00:00 AM",61.6,407000,NA,NA,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.262711, -97.742141)","Cousins Properties","30.262711, -97.742141",30.262711,-97.742141
"2851",2017,"194379","816 CONGRESS AVE, AUSTIN TX, 78701","816 Congress",508025,"OFFICE LG > 35000","1982",NA,NA,"05/16/2017 12:00:00 AM",43.7,470389,NA,NA,"816 CONGRESS AVE
AUSTIN, TX 78701
(30.270471, -97.741918)","Blue Ocean Energy","30.270471, -97.741918",30.270471,-97.741918
"2852",2017,"460995","9629 RESEARCH BLVD Austin TX 78759","9629 RESEARCH BLVD Austin TX 78759",22272,"RETAIL CENTER","1996",0.795,NA,"",NA,NA,NA,NA,"9629 RESEARCH BLVD
Austin, TX 78759
(30.388977, -97.74389)","SHOPPING CENTER AT GATEWAY LP","30.388977, -97.74389",30.388977,-97.74389
"2853",2017,"195951, 195389","3401 WEBBERVILLE RD, AUSTIN TX, 78702","ACC Eastview Campus",240157,"EDUCATIONAL FACILITY",".",NA,NA,"05/17/2017 12:00:00 AM",NA,240157,NA,NA,"3401 WEBBERVILLE RD
AUSTIN, TX 78702
(30.268369, -97.707242)","Austin Community College District","30.268369, -97.707242",30.268369,-97.707242
"2854",2017,"105440","605 W 4 ST, AUSTIN TX, 78701","Cirrus Logic - 605 West 4th",37960,"OFFICE LG > 35000 (W/sqft > 5)","1955",NA,NA,"04/03/2017 12:00:00 AM",254.4,37460,NA,NA,"605 W 4 ST
AUSTIN, TX 78701
(30.267959, -97.74981)","Blue Ocean Energy","30.267959, -97.74981",30.267959,-97.74981
"2855",2017,"509429","3300 Jones Road, Austin, TX 78745","Burger Ath Complex",196879,"RECREATION","1977",NA,NA,"05/31/2017 12:00:00 AM",17.8,177340,NA,NA,"3300 Jones Road
Austin, TX 78745
(30.229372, -97.811655)","LPB Energy","30.229372, -97.811655",30.229372,-97.811655
"2856",2017,"754749","1345 PHILOMENA ST, AUSTIN TX, 78723","Seton Administrative Offices",156024,"AE CHILLED WATER LOOP","2008",NA,NA,"05/11/2017 12:00:00 AM",101.7,156024,NA,NA,"1345 PHILOMENA ST
AUSTIN, TX 78723
(30.302176, -97.707804)","Seton Family of Hospitals","30.302176, -97.707804",30.302176,-97.707804
"2857",2017,"R070729","9518 ANDERSON MILL RD, AUSTIN TX, 78729","9518 ANDERSON MILL RD, AUSTIN TX, 78729",10600,"WAREHOUSE","1985",8.782,14.92,"",NA,NA,NA,NA,"9518 ANDERSON MILL RD
AUSTIN, TX 78729
(30.449251, -97.788808)","Cosmos Trading","30.449251, -97.788808",30.449251,-97.788808
"2858",2017,"287383","520 WOODWARD ST, AUSTIN TX, 78704","APT2 - Apartment 2",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"05/26/2017 12:00:00 AM",NA,8064,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"2859",2017,"772686, 772688","9001 BRODIE LN Austin TX 78748","9001 BRODIE LN Austin TX 78748",22950,"RETAIL CENTER","2009",33.118,94.86,"",NA,NA,NA,NA,"9001 BRODIE LN
Austin, TX 78748
(30.194048, -97.843038)","Carr Development, Inc.","30.194048, -97.843038",30.194048,-97.843038
"2860",2017,"475091","3800 Hudson Bend Rd Austin TX 78734","West Command",34359,"OFFICE LG > 35000","1984",NA,NA,"05/18/2017 12:00:00 AM",32.7,10733,NA,NA,"3800 Hudson Bend Rd
Austin, TX 78734
(30.398186, -97.92881)","Travis County Facilities Management","30.398186, -97.92881",30.398186,-97.92881
"2861",2017,"R483457","7701 SAN FELIPE BLVD, UNIT #A, AUSTIN, TX  78729","7701 SAN FELIPE BLVD, UNIT #A, AUSTIN, TX  78729",16505,"RETAIL CENTER","2006",11.543,28.79,"",NA,NA,NA,NA,"7701 SAN FELIPE BLVD
AUSTIN, TX 78729
(30.436101, -97.767422)","SFRP LTD","30.436101, -97.767422",30.436101,-97.767422
"2862",2017,"202863","1203 SPRINGDALE RD, AUSTIN TX, 78721","Sims",48945,"EDUCATIONAL FACILITY","1956",NA,NA,"04/10/2017 12:00:00 AM",43,48945,NA,NA,"1203 SPRINGDALE RD
AUSTIN, TX 78721
(30.279122, -97.68694)","LPB Energy","30.279122, -97.68694",30.279122,-97.68694
"2863",2017,"320431","820 SHELBY LA, AUSTIN TX, 78745","820 Shelby",21000,"INDUSTRIAL","1978",NA,NA,"05/12/2017 12:00:00 AM",NA,21000,NA,NA,"820 SHELBY LA
AUSTIN, TX 78745
(30.212075, -97.759561)","Blue Ocean Energy","30.212075, -97.759561",30.212075,-97.759561
"2864",2017,"R405459","9601 AMBERGLEN BLVD, AUSTIN TX, 78729","9601 AMBERGLEN BLVD, AUSTIN TX, 78729",101223,"OFFICE LG > 35000 (W/sqft > 5)","2001",25.965,73.97,"",NA,NA,NA,NA,"9601 AMBERGLEN BLVD
AUSTIN, TX 78729
(30.472728, -97.775328)","Equitable Commercial Realty","30.472728, -97.775328",30.472728,-97.775328
"2865",2017,"310847","300 WOODWARD ST, AUSTIN TX, 78704","DUJR - Jaques Dujarie Hall",619612,"EDUCATIONAL FACILITY",".",NA,NA,"05/17/2017 12:00:00 AM",NA,51943,NA,NA,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227797, -97.756258)","St. Edward's University","30.227797, -97.756258",30.227797,-97.756258
"2866",2017,"287383","520 WOODWARD ST, AUSTIN TX, 78704","CB1 - Clubhouse 1",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"05/05/2017 12:00:00 AM",NA,4080,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"2867",2017,"310847","300 WOODWARD ST, AUSTIN TX, 78704","LIB - Munday Library",619612,"EDUCATIONAL FACILITY",".",NA,NA,"05/08/2017 12:00:00 AM",NA,43201,NA,NA,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227797, -97.756258)","St. Edward's University","30.227797, -97.756258",30.227797,-97.756258
"2868",2017,"311354","6001 Westcreek Drive, Austin, TX 78749","Patton",252181,"EDUCATIONAL FACILITY","1985",NA,NA,"03/29/2017 12:00:00 AM",42.1,88629,NA,NA,"6001 Westcreek Drive
Austin, TX 78749
(30.232121, -97.846119)","LPB Energy","30.232121, -97.846119",30.232121,-97.846119
"2869",2017,"460890","3713 TUDOR BLVD, AUSTIN TX, 78759","RIBM Austin NW",54532,"MOTEL\HOTEL","1995",NA,NA,"05/15/2017 12:00:00 AM",68.6,56140,NA,NA,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.385367, -97.739338)","White Lodging","30.385367, -97.739338",30.385367,-97.739338
"2870",2017,"102162","1339 LAMAR SQUARE DR, AUSTIN TX, 78704","Central Offices",13106,"","1972",7200,83.15,"01/31/2017 12:00:00 AM",NA,NA,NA,NA,"1339 LAMAR SQUARE DR
AUSTIN, TX 78704
(30.254849, -97.764425)","Austin Energy","30.254849, -97.764425",30.254849,-97.764425
"2871",2017,"514284","9401 CARGO AVE AUSTIN TX 78719","9401 CARGO AVE AUSTIN TX 78719",175689,"CITY OF AUSTIN","1999",3.171,NA,"",NA,NA,NA,NA,"9401 CARGO AVE
AUSTIN, TX 78719
(30.218141, -97.670181)","Signature Flight Support","30.218141, -97.670181",30.218141,-97.670181
"2872",2017,"461011","10001 N CAPITAL OF TEXAS HWY, AUSTIN TX, 78759","Hyatt House Austin NW",77801,"MOTEL\HOTEL","1999",NA,NA,"05/15/2017 12:00:00 AM",57.9,74137,NA,NA,"10001 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390581, -97.739148)","White Lodging","30.390581, -97.739148",30.390581,-97.739148
"2873",NA,"501516","9390 RESEARCH BLVD, AUSTIN TX, 78759","9390 Research Bldg 2",75755,"OFFICE LG > 35000","1984",NA,NA,"04/14/2017 12:00:00 AM",61.6,42495,NA,NA,"9390 RESEARCH BLVD
AUSTIN, TX 78759
(30.383834, -97.742968)","Blue Ocean Energy","30.383834, -97.742968",30.383834,-97.742968
"2874",2017,"154598","9828 GREAT HILLS TRL, AUSTIN TX, 78759","GREAT HILLS 8",158946,"RETAIL CENTER","1991",NA,NA,"05/24/2017 12:00:00 AM",NA,34080,NA,NA,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394225, -97.748272)","Regal Entertainment","30.394225, -97.748272",30.394225,-97.748272
"2875",2017,"235509","8013 EXCHANGE DR, AUSTIN TX, 78754","8013 EXCHANGE DR, AUSTIN TX, 78754",56700,"INDUSTRIAL","2006",3.56,18.13,"",NA,NA,NA,NA,"8013 EXCHANGE DR
AUSTIN, TX 78754
(30.336793, -97.662439)","RTC Austin LLC","30.336793, -97.662439",30.336793,-97.662439
"2876",2017,"136161","3563 FAR WEST BLVD, AUSTIN TX, 78731","Old Quarry Bldg 1",27293,"RETAIL CENTER","1977",NA,NA,"05/04/2017 12:00:00 AM",NA,15943,NA,NA,"3563 FAR WEST BLVD
AUSTIN, TX 78731
(30.353534, -97.753552)","Blue Ocean Energy","30.353534, -97.753552",30.353534,-97.753552
"2877",2017,"875070, 797142","7701 METROPOLIS DR AUSTIN TX 78744","Met Center Partner 12-12",72000,"WAREHOUSE","2016",NA,NA,"05/30/2017 12:00:00 AM",NA,72000,NA,NA,"7701 METROPOLIS DR
AUSTIN, TX 78744
(30.207146, -97.693934)","Veterans Affairs","30.207146, -97.693934",30.207146,-97.693934
"2878",2017,"210030","919 W 28 1/2 ST, AUSTIN TX, 78705","919 W 28 1/2 ST, AUSTIN TX, 78705",11700,"CITY OF AUSTIN","1980",14.388,51.72,"",NA,NA,NA,NA,"919 W 28 1 2 ST
AUSTIN, TX 78705
(30.29566, -97.74786)","Austin Energy","30.29566, -97.74786",30.29566,-97.74786
"2879",2017,"775440","5707 SOUTHWEST PKWY AUSTIN TX 78735","Encino Trace - Building 2",319743,"","",NA,NA,"05/05/2017 12:00:00 AM",NA,158137,NA,NA,"5707 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.245033, -97.843931)","Brandywine Realy Trust","30.245033, -97.843931",30.245033,-97.843931
"2880",NA,"310847","300 WOODWARD ST, AUSTIN TX, 78704","TH - Trustee Hall",619612,"EDUCATIONAL FACILITY",".",NA,NA,"05/31/2017 12:00:00 AM",NA,27556,NA,NA,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227797, -97.756258)","St. Edward's University","30.227797, -97.756258",30.227797,-97.756258
"2881",2017,"154598","9828 GREAT HILLS TRL, AUSTIN TX, 78759","9828 GREAT HILLS TRL, AUSTIN TX, 78759",158946,"RETAIL CENTER","1991",27.078,84.62,"",NA,NA,NA,NA,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394225, -97.748272)","The Retail Connection","30.394225, -97.748272",30.394225,-97.748272
"2882",NA,"496108","6801 N CAPITAL OF TEXAS HWY, AUSTIN TX, 78731","Lakewood Bldg 1",131903,"OFFICE LG > 35000","1999",NA,NA,"05/11/2017 12:00:00 AM",120.6,47389,NA,NA,"6801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3685, -97.788945)","Transwestern","30.3685, -97.788945",30.3685,-97.788945
"2883",2017,"341202","500 Mairo St, Austin, TX 78748","Williams Elementary",73652,"EDUCATIONAL FACILITY","1976",NA,NA,"04/10/2017 12:00:00 AM",40.8,72526,NA,NA,"500 Mairo St
Austin, TX 78748
(30.180469, -97.791389)","LPB Energy","30.180469, -97.791389",30.180469,-97.791389
"2884",2017,"243400","930 E RUNDBERG LA, AUSTIN TX, 78753","930 E RUNDBERG LA, AUSTIN TX, 78753",15664,"OFFICE MED 10-35","1975",10.308,35.94,"",NA,NA,NA,NA,"930 E RUNDBERG LA
AUSTIN, TX 78753
(30.356584, -97.685161)","Cosmos Foundation-Harmony Public Schools","30.356584, -97.685161",30.356584,-97.685161
"2885",2017,"307935, 310848","2901 S CONGRESS AVE, Austin, TX  78704","SCOT - Scooter Shed",367802,"EDUCATIONAL FACILITY",".",NA,NA,"04/13/2017 12:00:00 AM",0,2960,NA,NA,"2901 S CONGRESS AVE
Austin, TX 78704
(30.23219, -97.758643)","St. Edward's University","30.23219, -97.758643",30.23219,-97.758643
"2886",2017,"212466","901 W 38TH ST, AUSTIN TX, 78705","901 W 38TH ST, AUSTIN TX, 78705",84100,"MEDICAL FACILITY","2003",35.146,67.92,"",NA,NA,NA,NA,"901 W 38TH ST
AUSTIN, TX 78705
(30.304828, -97.742288)","HTH Capital","30.304828, -97.742288",30.304828,-97.742288
"2887",NA,"196862","1010 LAVACA ST, AUSTIN TX, 78701","USB",62347,"OFFICE LG > 35000","1959",NA,NA,"05/24/2017 12:00:00 AM",45.1,53067,NA,NA,"1010 LAVACA ST
AUSTIN, TX 78701
(30.272988, -97.743619)","Travis County Facilities Management","30.272988, -97.743619",30.272988,-97.743619
"2888",2017,"R379647","12455 RESEARCH BLVD, AUSTIN TX, 78759","Research Park - Main - 12455 Research Blvd.",1166903,"INDUSTRIAL (W/sqft > 3)","1976",NA,NA,"04/04/2017 12:00:00 AM",139,1029234,NA,NA,"12455 RESEARCH BLVD
AUSTIN, TX 78759
(30.428402, -97.75679)","Equity Commonwealth","30.428402, -97.75679",30.428402,-97.75679
"2889",2017,"223526","1711 Wheless Lane, Austin, TX 78723","Harris",71449,"EDUCATIONAL FACILITY","1955",NA,NA,"04/10/2017 12:00:00 AM",42.3,69890,NA,NA,"1711 Wheless Lane
Austin, TX 78723
(30.315307, -97.690835)","LPB Energy","30.315307, -97.690835",30.315307,-97.690835
"2890",2017,"287383","520 WOODWARD ST, AUSTIN TX, 78704","APT11 - Apartment 11",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"05/11/2017 12:00:00 AM",NA,6010,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"2891",2017,"228188","7104 Berkman Drive, Austin, TX 78752","Reagan High",314440,"EDUCATIONAL FACILITY","1965",NA,NA,"04/10/2017 12:00:00 AM",68.3,255435,NA,NA,"7104 Berkman Drive
Austin, TX 78752
(30.323972, -97.689635)","LPB Energy","30.323972, -97.689635",30.323972,-97.689635
"2892",2017,"287383","520 WOODWARD ST, AUSTIN TX, 78704","THAR - Mary Moody Northern Theater",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"06/01/2017 12:00:00 AM",NA,8423,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"2893",2017,"107079","1000 N LAMAR BLVD Austin TX 78703","Vehicle Services",2100,"","",NA,NA,"05/18/2017 12:00:00 AM",NA,2100,NA,NA,"1000 N LAMAR BLVD
Austin, TX 78703
(30.275211, -97.752155)","Travis County Facilities Management","30.275211, -97.752155",30.275211,-97.752155
"2894",2017,"307935, 310848","2901 S CONGRESS AVE, Austin, TX  78704","FOND - Fondren Hall",367802,"EDUCATIONAL FACILITY",".",NA,NA,"04/10/2017 12:00:00 AM",0,5747,NA,NA,"2901 S CONGRESS AVE
Austin, TX 78704
(30.23219, -97.758643)","St. Edward's University","30.23219, -97.758643",30.23219,-97.758643
"2895",2017,"249730","3025 Crosscreek Drive, Austin, TX 78757","Pillow",64999,"EDUCATIONAL FACILITY","1969",NA,NA,"04/10/2017 12:00:00 AM",48.1,64999,NA,NA,"3025 Crosscreek Drive
Austin, TX 78757
(30.369642, -97.733164)","LPB Energy","30.369642, -97.733164",30.369642,-97.733164
"2896",2017,"496415","7501 N CAPITAL OF TEXAS HWY, AUSTIN TX, 78731","7501 N CAPITAL OF TEXAS HWY, AUSTIN TX, 78731",134841,"OFFICE LG > 35000","2000",14.616,47.26,"",NA,NA,NA,NA,"7501 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.375748, -97.780674)","ABP Borrower INC","30.375748, -97.780674",30.375748,-97.780674
"2897",2017,"547830","9901 BURNET RD, AUSTIN TX, 78758","9901 BURNET RD, AUSTIN TX, 78758",13752,"WAREHOUSE","1960",9.003,25.71,"",NA,NA,NA,NA,"9901 BURNET RD
AUSTIN, TX 78758
(30.383796, -97.72402)","MFLP","30.383796, -97.72402",30.383796,-97.72402
"2898",2017,"241578","8222 N LAMAR BLVD, AUSTIN TX, 78753","8222 N LAMAR BLVD, AUSTIN TX, 78753",58500,"INDUSTRIAL","1986",0.53,3.54,"",NA,NA,NA,NA,"8222 N LAMAR BLVD
AUSTIN, TX 78753
(30.351231, -97.708533)","Austin Center North","30.351231, -97.708533",30.351231,-97.708533
"2899",2017,"310473","4021 S CAPITAL OF TEXAS HWY, AUSTIN TX, 78704","Brodie Oaks TCAD 310473 (units 1-5)",10300,"RETAIL CENTER","1982",NA,NA,"06/16/2017 12:00:00 AM",NA,10279,NA,NA,"4021 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78704
(30.237956, -97.798801)","Blue Ocean Energy","30.237956, -97.798801",30.237956,-97.798801
"2900",NA,"134339","6300 BRIDGE POINT PKWY, AUSTIN TX, 78730","Bridgepoint 1 - 6300 Bridgepoint Parkway",363118,"OFFICE LG > 35000","1996",NA,NA,"04/10/2017 12:00:00 AM",NA,81615,NA,NA,"6300 BRIDGE POINT PKWY
AUSTIN, TX 78730
(30.354163, -97.801317)","Equity Commonwealth","30.354163, -97.801317",30.354163,-97.801317
"2901",NA,"287383","520 WOODWARD ST, AUSTIN TX, 78704","TERE - Teresa Hall",575885,"DORMITORY\RETIREMENT FACILITY","1968",NA,NA,"04/10/2017 12:00:00 AM",NA,28069,NA,NA,"520 WOODWARD ST
AUSTIN, TX 78704
(30.22651, -97.753644)","St. Edward's University","30.22651, -97.753644",30.22651,-97.753644
"2902",2017,"196,735,196,759","509 West 11th Street, Austin, TX 78701","Brizendine House",555658,"","",NA,NA,"05/24/2017 12:00:00 AM",0,1170,NA,NA,"509 West 11th Street
Austin, TX 78701
(30.274242, -97.746495)","Travis County Facilities Management","30.274242, -97.746495",30.274242,-97.746495
"2903",2017,"253917","8601 TALLWOOD DR, AUSTIN TX, 78759","Hill",78842,"EDUCATIONAL FACILITY","1970",NA,NA,"04/10/2017 12:00:00 AM",50.6,78842,NA,NA,"8601 TALLWOOD DR
AUSTIN, TX 78759
(30.377341, -97.749184)","LPB Energy","30.377341, -97.749184",30.377341,-97.749184
"2904",2017,"751949","7620 GUADALUPE ST, AUSTIN TX, 78752","7620 GUADALUPE ST, AUSTIN TX, 78752",54949,"OFFICE LG > 35000","1987",1.937,5.48,"",NA,NA,NA,NA,"7620 GUADALUPE ST
AUSTIN, TX 78752
(30.343108, -97.71205)","PV Exchange LLC","30.343108, -97.71205",30.343108,-97.71205
"2905",2017,"255816","9130 JOLLYVILLE RD, AUSTIN TX, 78759","9130 JOLLYVILLE RD, AUSTIN TX, 78759",62959,"OFFICE LG > 35000 (W/sqft > 5)","1985",29.415,81.85,"",NA,NA,NA,NA,"9130 JOLLYVILLE RD
AUSTIN, TX 78759
(30.383019, -97.74443)","Sage Metro (Texas) LLC","30.383019, -97.74443",30.383019,-97.74443
"2906",2017,"323569","2200 BERKELEY AVE, AUSTIN TX, 78745","Cunningham Elementary",59967,"EDUCATIONAL FACILITY","1962",NA,NA,"04/10/2017 12:00:00 AM",41.7,64638,NA,NA,"2200 BERKELEY AVE
AUSTIN, TX 78745
(30.209674, -97.806494)","LPB Energy","30.209674, -97.806494",30.209674,-97.806494
"2907",2017,"305582","2538 S CONGRESS AVE, AUSTIN TX, 78704-5555","TASBO ... A,B, & C",11467,"OFFICE MED 10-35","1982",NA,NA,"05/18/2017 12:00:00 AM",36.2,11564,NA,NA,"2538 S CONGRESS AVE
AUSTIN, TX 78704-5555
(30.236528, -97.755495)","Travis County Facilities Management","30.236528, -97.755495",30.236528,-97.755495
